Country,Commodity_Type,Order_Volume_Units,Lead_Time_Days,On_Time_Delivery_%,Delivery_Delay_Days,Disruption_Type,Supplier_Reliability_Score,Resupply_Time_Days,Stockout_Frequency_per_Year,Transport_Mode,Freight_Cost_USD,CO2_Emissions_tons,Warehouse_Type,Data_Year,Disruption_Severity,Outcome_Metric
Kenya,Maternal_Health,375329,60,80.60132973,4.784431284,None,0.852692166,28.46754822,0.180568026,Ocean,10082.29144,9083.140826,COE,2023,1,0.555
Ghana,HIV_ARV,3006151,69,86.90108585,11.7720494,Port_Closure,0.772597023,44.18237643,0.178314656,Ocean,89280.36578,11111.89018,Public_Depot,2023,2,0.434
Malawi,HIV_ARV,1277222,53,88.94968816,6.674808033,None,0.733153401,28.17590425,0.161748059,Land,129702.6326,11382.53486,3PL,2024,1,0.58
Nigeria,HIV_ARV,3417851,53,84.71713295,2.060934382,COVID_Lockdown,0.956289973,29.73309335,0.163806404,Ocean,64862.99081,7645.001036,COE,2022,5,0.66
Kenya,HIV_ARV,1593812,56,93.49861603,5.283649557,Port_Closure,0.757808755,29.84467529,0.114553581,Land,21235.59375,9803.348688,Public_Depot,2021,3,0.682
Kenya,HIV_ARV,915256,48,83.25789357,3.029250059,Port_Closure,0.938493417,66.5161597,0.005646211,Ocean,84169.90405,8710.00092,3PL,2021,2,0.744
Nigeria,HIV_ARV,50917,57,84.45568789,1.256282221,COVID_Lockdown,0.819834576,36.97427092,0.017354656,Air,117281.2319,6720.558798,Public_Depot,2023,5,0.795
Malawi,Malaria_RDT,4523447,57,83.63529679,1.477328668,Flood,0.704144323,31.56833958,0.12991065,Ocean,97018.3402,9412.298432,RDC,2021,4,0.692
Nigeria,Contraceptive,312091,69,88.99309437,4.558297465,None,0.91243452,39.96750249,0.080233032,Ocean,85808.13363,12736.71099,COE,2024,1,0.694
Kenya,Maternal_Health,453157,53,89.49786751,7.262617972,None,0.87294433,37.33102735,0.113461926,Land,57230.72244,20148.40363,Public_Depot,2023,1,0.601
Nigeria,HIV_ARV,299265,61,88.47683442,8.204609767,Port_Closure,0.799809846,49.73741599,0.046215525,Land,52052.67898,8923.009469,RDC,2021,2,0.613
Kenya,Malaria_RDT,1434822,53,85.37945673,1.26584625,Conflict,0.781648321,15.52875962,0.129883435,Ocean,90483.14504,17293.85103,3PL,2020,4,0.712
Kenya,Malaria_RDT,1857402,61,79.2968857,4.090223953,Conflict,0.721370463,28.54463061,0.048565909,Land,83244.11283,13884.72897,RDC,2021,5,0.652
Ghana,Malaria_RDT,1999902,52,84.4027971,6.459772039,COVID_Lockdown,0.973013423,50.15806593,0.09216256,Air,110575.2187,14747.88171,3PL,2024,5,0.601
Zambia,Contraceptive,1185371,60,93.39069857,5.455575787,None,0.843255617,34.13645672,0.09574398,Land,98218.03653,13579.14596,COE,2021,1,0.691
Kenya,Maternal_Health,378821,62,91.06618944,7.083639101,None,0.72480211,30.94058532,0.035533646,Ocean,62708.08321,5585.97908,RDC,2022,1,0.671
Malawi,Contraceptive,709987,44,87.47025198,3.695918886,None,0.951917118,30.40358317,0.175241545,Land,92683.98552,8793.348737,RDC,2022,1,0.633
Ethiopia,LLIN,293877,66,84.07773971,8.818745705,Conflict,0.78086162,48.68373788,0.105164211,Land,87712.65937,15294.31821,3PL,2023,4,0.531
Mozambique,Malaria_RDT,3395026,53,85.93190761,4.987273935,None,0.759044788,48.15958196,0.173356756,Ocean,35076.46732,13184.75958,Public_Depot,2022,1,0.592
Uganda,LLIN,1597419,50,84.0999788,7.273172407,None,0.781471857,51.49144114,0.052507139,Ocean,72426.0937,6417.185682,3PL,2024,1,0.604
Zambia,HIV_ARV,970759,47,91.96525844,3.857678856,Port_Closure,0.863725723,26.04762431,0.034467189,Ocean,86801.93111,12130.11461,Public_Depot,2020,3,0.774
Zambia,HIV_ARV,1811369,57,81.80516501,5.175172831,Port_Closure,0.721476381,25.3381389,0.00360333,Ocean,81598.93917,15369.45047,3PL,2020,2,0.674
Zambia,Contraceptive,3298140,54,90.61834641,0.211922446,Flood,0.839709504,53.64819722,0.018772932,Land,94472.21353,7984.693052,COE,2023,3,0.883
Ghana,Maternal_Health,2263697,58,83.35398714,2.48973419,Port_Closure,0.959765599,42.46148771,0.029494121,Air,87350.51597,11413.45019,Public_Depot,2023,2,0.742
Kenya,LLIN,1517172,58,92.60463415,4.377608934,Port_Closure,0.754569763,32.72865194,0.015771112,Air,95220.59574,19073.45918,RDC,2022,3,0.778
Ghana,Maternal_Health,1908997,61,88.13387962,5.30018463,Port_Closure,0.796044744,38.11409207,0.179375859,Ocean,90006.10648,15357.26606,Public_Depot,2024,2,0.595
Kenya,Contraceptive,1468826,82,82.253063,13.04360465,Conflict,0.81487537,25.18800989,0.182287662,Ocean,84303.16252,19346.64345,3PL,2022,4,0.38
Malawi,HIV_ARV,4530967,55,84.45343793,3.854300022,None,0.870004006,33.64474735,0.187472534,Ocean,89786.30719,11494.61217,3PL,2024,1,0.598
Ghana,Maternal_Health,1479290,47,89.55820303,0.870079304,None,0.966583731,41.91057647,0.191972167,Air,74153.92135,17326.74031,Public_Depot,2024,1,0.703
Ghana,Maternal_Health,2170711,34,83.50428588,10.10745416,None,0.81441637,44.25366303,0.098367001,Ocean,72529.38525,8873.708234,RDC,2020,1,0.499
Mozambique,HIV_ARV,571244,43,86.11068243,8.236513253,None,0.720054324,38.95082885,0.106004927,Ocean,87951.99189,16321.29866,COE,2024,1,0.558
Ethiopia,LLIN,1449769,67,83.43527915,1.53046339,Conflict,0.80090575,37.72353953,0.026166086,Ocean,24729.21447,10140.17001,RDC,2021,5,0.771
Ghana,HIV_ARV,2545389,62,94.79558574,6.39578621,None,0.75512477,48.79908313,0.027410408,Ocean,73874.83572,14828.63702,Public_Depot,2024,1,0.725
Mozambique,Maternal_Health,4689059,41,95.65535946,7.50561927,COVID_Lockdown,0.889014599,38.78348417,0.154551288,Ocean,63814.83533,15030.82084,3PL,2020,5,0.606
Nigeria,LLIN,538051,79,93.31561977,5.49147534,None,0.708486012,34.63461677,0.171145817,Ocean,60108.54751,15752.93337,RDC,2022,1,0.632
Ethiopia,LLIN,875782,58,85.37813017,5.977465761,Conflict,0.784659692,30.8524358,0.156942886,Land,75543.25207,8967.633339,3PL,2024,4,0.576
Malawi,HIV_ARV,489439,59,83.98623677,3.103231495,Conflict,0.858100317,18.7888659,0.166915173,Ocean,44790.00382,14265.71915,3PL,2021,4,0.627
Ghana,Maternal_Health,3667597,77,82.1041821,6.511367997,Port_Closure,0.78042692,47.79902649,0.055314063,Land,75686.49981,13100.36542,RDC,2023,2,0.607
Uganda,Contraceptive,4659770,72,93.67860645,3.525937161,Flood,0.859788632,57.56301891,0.093213157,Ocean,91939.78283,18017.68165,Public_Depot,2022,3,0.75
Zambia,Maternal_Health,1314134,62,90.65361855,0,None,0.733266573,30.08187405,0.091839877,Land,116512.6119,10439.41021,RDC,2023,1,0.823
Nigeria,Malaria_RDT,1944554,63,90.89380441,5.588797916,Port_Closure,0.973413592,24.75935619,0.199056681,Ocean,150975.1938,7775.228811,COE,2021,2,0.592
Nigeria,Contraceptive,4765700,64,84.75036032,0,None,0.784362974,32.52730397,0.189835604,Land,30143.4828,6418.698008,3PL,2020,1,0.687
Malawi,LLIN,997272,52,77.21051258,8.04048249,Port_Closure,0.967670243,43.48640936,0.119697221,Land,56982.59327,11857.2791,3PL,2020,2,0.498
Mozambique,Contraceptive,4964082,57,78.36021195,1.60753957,Conflict,0.794492277,33.93640083,0.027594627,Ocean,75678.80804,11292.50448,Public_Depot,2022,5,0.721
Nigeria,LLIN,3181603,60,86.28817031,0,None,0.926733655,33.72769969,0.051719208,Land,89148.1,11797.50726,3PL,2024,1,0.818
Ethiopia,LLIN,3835961,53,83.38662872,0,Conflict,0.771394334,39.00492016,0.072752311,Ocean,95936.14337,11816.15061,3PL,2024,5,0.773
Ghana,Contraceptive,3169734,45,82.81149353,4.875570025,None,0.894232982,41.20970597,0.174642332,Air,66696.32379,18577.66268,3PL,2023,1,0.572
Ghana,LLIN,761943,52,87.72574187,5.559523437,Port_Closure,0.793877702,44.41902595,0.034126491,Ocean,10000,12411.93977,RDC,2020,3,0.69
Uganda,LLIN,2287300,45,91.06829915,0.762089551,COVID_Lockdown,0.847656147,36.45816579,0.043949383,Land,116038.1306,17525.14387,3PL,2024,5,0.849
Malawi,Malaria_RDT,4275389,55,82.49386466,1.782835236,Flood,0.895406102,36.24452552,0.069876938,Land,100079.9637,14537.12316,RDC,2024,3,0.722
Zambia,Maternal_Health,2671158,37,79.47195157,4.975793336,Flood,0.870775927,16.93616849,0.185382038,Ocean,106396.9994,9348.851708,Public_Depot,2020,3,0.54
Mozambique,Maternal_Health,3201478,58,82.61264412,7.916683274,Flood,0.867121372,51.22822747,0.100762418,Ocean,78560.44196,13033.86201,COE,2020,4,0.547
Zambia,Malaria_RDT,2488064,38,80.78018019,1.369753458,COVID_Lockdown,0.719047442,43.02843229,0.129367207,Land,95534.86023,19182.10617,3PL,2021,5,0.671
Nigeria,Contraceptive,4280207,50,88.96416308,6.137525788,None,0.772232281,58.13276553,0.077444661,Air,25010.31221,17060.67448,COE,2023,1,0.653
Malawi,HIV_ARV,2048173,60,85.97945623,0,Flood,0.865833394,46.13332887,0.037704422,Land,52888.8057,17810.03599,RDC,2020,3,0.827
Uganda,HIV_ARV,4856546,62,95.40244614,5.94766621,Port_Closure,0.70531199,39.1168408,0.044560107,Ocean,120827.7221,15019.30392,Public_Depot,2021,3,0.731
Zambia,HIV_ARV,4756797,61,89.6734256,7.267376243,None,0.772686834,22.16782572,0.160534244,Ocean,85927.41647,11090.94458,Public_Depot,2020,1,0.57
Ethiopia,Malaria_RDT,3623258,58,95.06928068,6.572619832,None,0.766463719,20.39484229,0.178696408,Ocean,141078.4386,19560.20416,RDC,2022,1,0.61
Ghana,Malaria_RDT,1540017,43,78.9806232,7.983193342,None,0.772458272,52.5801787,0.098615131,Ocean,55758.82653,15237.94954,COE,2022,1,0.522
Nigeria,LLIN,3152641,64,69.73570602,7.783227202,Port_Closure,0.855326755,46.73858156,0.071398905,Ocean,161564.413,16723.60788,3PL,2022,2,0.48
Uganda,HIV_ARV,919446,44,87.21496014,10.54079545,Conflict,0.868768503,57.58479923,0.161567027,Ocean,165861.3442,13434.1467,RDC,2020,5,0.474
Zambia,Contraceptive,691593,65,86.6161012,5.325855257,Conflict,0.963609418,51.17498007,0.134618955,Ocean,65652.38836,8866.454102,RDC,2024,5,0.616
Mozambique,Contraceptive,3701361,61,85.38607293,10.54967416,Port_Closure,0.811949004,35.54643131,0.008174795,Ocean,71366.99562,14579.7883,RDC,2024,2,0.549
Ethiopia,HIV_ARV,1517130,68,86.47898363,2.16770273,None,0.968707886,12.39899165,0.07014818,Ocean,122560.0574,19775.79233,RDC,2022,1,0.746
Ethiopia,HIV_ARV,1584227,55,80.37986908,4.383974769,None,0.88906676,47.25424261,0.136434596,Air,68116.6843,16233.01463,RDC,2023,1,0.593
Zambia,HIV_ARV,2347905,46,88.81589349,4.654990481,None,0.964671515,27.80680292,0.114735964,Ocean,77031.7827,15215.34131,Public_Depot,2021,1,0.664
Ghana,Malaria_RDT,4276405,42,89.6809662,1.871646622,Flood,0.941706909,37.78837556,0.195613462,Ocean,63003.86666,9560.448189,RDC,2022,3,0.676
Zambia,Malaria_RDT,4247079,43,80.00125641,0,None,0.899398909,44.94533133,0.173223076,Ocean,63811.63227,19092.17493,Public_Depot,2021,1,0.661
Nigeria,Malaria_RDT,2637551,38,84.2318179,7.607895085,Port_Closure,0.803270711,32.43225426,0.011947681,Ocean,88538.98175,18388.96108,COE,2021,2,0.621
Zambia,Maternal_Health,4159070,64,84.54068075,2.210197538,COVID_Lockdown,0.76992203,30.09799785,0.145153803,Land,76791.49114,5870.972381,3PL,2022,5,0.669
Ethiopia,Contraceptive,3448116,65,82.64594549,3.797512978,Flood,0.764493516,36.3138728,0.067265322,Ocean,22321.10321,16715.6619,Public_Depot,2024,3,0.673
Uganda,Contraceptive,2559907,60,80.19443805,9.753755794,Conflict,0.976130413,15.44583075,0.136416541,Land,128232.6539,12002.17675,3PL,2023,4,0.467
Zambia,LLIN,1856210,54,86.06252496,6.716255226,Flood,0.977986415,27.59572634,0.123444917,Ocean,132980.3474,14166.7072,3PL,2022,4,0.585
Ghana,Malaria_RDT,4039284,75,87.3040276,10.22063436,None,0.910201098,27.42230389,0.100610052,Land,100371.879,9729.624689,3PL,2021,1,0.518
Malawi,Maternal_Health,76616,54,82.94908946,5.361593102,None,0.956300835,37.16982415,0.170589911,Ocean,88772.87744,13483.07084,Public_Depot,2020,1,0.565
Uganda,Maternal_Health,4192887,57,80.54605701,6.666478182,Conflict,0.966508887,28.63410848,0.141737972,Ocean,56924.29096,8598.872915,Public_Depot,2020,4,0.538
Mozambique,Contraceptive,4990359,54,88.05278623,4.277985327,Flood,0.848351297,33.81014682,0.177911023,Land,71144.07345,9787.040487,Public_Depot,2021,3,0.621
Kenya,Malaria_RDT,1284215,51,82.16339762,2.453911104,Port_Closure,0.88242731,34.6604246,0.05632075,Ocean,117674.7743,15070.78111,COE,2022,2,0.712
Zambia,LLIN,3888187,61,84.45397243,6.655378862,None,0.821438804,65.53222792,0.069625505,Air,102937.5957,9972.714362,Public_Depot,2024,1,0.611
Ghana,Malaria_RDT,4451207,48,83.81961686,3.692296371,Flood,0.821362322,49.23485498,0.12439027,Ocean,98658.4415,14715.64606,COE,2022,4,0.644
Uganda,HIV_ARV,1088218,47,92.22854332,6.933565899,None,0.711144386,38.55540963,0.193292887,Air,99933.43617,13438.8794,Public_Depot,2023,1,0.572
Ghana,Malaria_RDT,402365,61,82.39284768,3.288592946,None,0.825808224,45.38893806,0.07431642,Land,116874.7691,22527.87254,Public_Depot,2020,1,0.679
Mozambique,HIV_ARV,2434775,50,94.6276329,4.473850242,None,0.895312045,51.04859246,0.00645873,Land,112374.7278,10412.80717,3PL,2021,1,0.8
Ethiopia,HIV_ARV,4159404,56,89.76150969,4.714152484,Port_Closure,0.822374828,43.45323339,0.089177591,Ocean,105682.1701,11655.12338,RDC,2024,2,0.689
Ghana,LLIN,411309,51,95.10449338,8.230895075,None,0.952998806,27.59332959,0.108785913,Ocean,74552.55416,10134.05233,3PL,2022,1,0.615
Uganda,Contraceptive,4300167,54,89.32319415,3.726954076,None,0.796443256,38.35588534,0.160197482,Land,135531.3236,18718.90845,Public_Depot,2023,1,0.657
Ghana,Malaria_RDT,3368843,48,84.89477776,8.560970359,Flood,0.738477794,28.28929189,0.145720096,Land,70452.43927,13425.89154,RDC,2022,4,0.518
Ghana,HIV_ARV,1967577,48,81.41316835,2.285444779,Port_Closure,0.93535202,36.05104992,0.192932536,Ocean,58937.17128,12354.47242,RDC,2023,3,0.607
Ghana,Malaria_RDT,2642806,46,84.22294305,5.809572775,Port_Closure,0.895444896,38.0936117,0.156536552,Ocean,68086.387,16081.19705,COE,2022,2,0.573
Nigeria,Contraceptive,1601899,63,93.43640513,2.937198117,Port_Closure,0.77012765,52.63095565,0.059725687,Ocean,49263.37462,9519.361537,RDC,2024,2,0.793
Nigeria,Contraceptive,827635,56,85.76030604,8.347237467,COVID_Lockdown,0.855570864,30.47055795,0.128276062,Land,102507.2775,7631.339247,COE,2024,5,0.54
Ethiopia,Maternal_Health,763340,64,89.30459694,2.544009513,None,0.816537178,29.50921397,0.134448239,Ocean,84593.10512,14140.59613,3PL,2021,1,0.707
Zambia,Contraceptive,328495,65,87.03485673,2.849801769,None,0.972269335,31.39679442,0.199604103,Ocean,118859.5069,13648.50437,COE,2024,1,0.63
Ghana,LLIN,3330931,50,87.24830589,1.2310927,Flood,0.876126306,32.69192709,0.027747582,Air,11608.6876,10054.09503,Public_Depot,2023,4,0.813
Mozambique,HIV_ARV,881257,63,87.44079842,5.309121843,None,0.745932886,36.18197628,0.038265101,Land,91326.8517,14422.44241,RDC,2021,1,0.692
Zambia,Maternal_Health,1896357,54,88.47670743,6.773146115,Port_Closure,0.845623051,43.95187999,0.031102729,Land,77293.78577,20399.44879,Public_Depot,2024,2,0.664
Mozambique,LLIN,1929262,53,81.92946254,6.449387551,Port_Closure,0.950141481,30.57870321,0.117812023,Ocean,74631.8702,14790.57456,RDC,2020,2,0.567
Zambia,Malaria_RDT,3693327,67,84.62547865,4.56728612,COVID_Lockdown,0.894734034,41.37870652,0.027060214,Ocean,53779.82581,5071.180458,RDC,2023,5,0.698
Ethiopia,HIV_ARV,1373173,60,87.54656667,3.018376605,Conflict,0.944311102,41.52702178,0.131201542,Land,86308.77815,18668.42882,3PL,2021,5,0.684
Ghana,Contraceptive,1772199,51,86.81743611,4.163960247,COVID_Lockdown,0.772615801,46.64410986,0.16075481,Air,62058.66296,20957.42968,COE,2023,5,0.627
Ghana,HIV_ARV,2749134,59,83.69397698,4.278411431,None,0.957621899,37.4707042,0.086558585,Air,130590.2218,15116.5333,3PL,2021,1,0.655
Kenya,Malaria_RDT,3080486,42,88.08300457,5.757831282,Conflict,0.919127286,49.9850155,0.112137016,Air,103811.9752,13685.27928,COE,2023,4,0.632
Mozambique,Maternal_Health,4030053,57,82.14429322,5.551558431,None,0.911384989,44.42837447,0.182544417,Ocean,114442.8866,6810.108198,3PL,2020,1,0.547
Zambia,Maternal_Health,750033,40,79.88496916,10.21915722,Flood,0.80049691,43.89015914,0.113913184,Air,32789.25343,9537.792254,3PL,2024,3,0.467
Zambia,Maternal_Health,3951403,45,87.47492884,5.118908195,Flood,0.957420838,33.39174472,0.04172111,Ocean,111569.1798,11772.25148,RDC,2022,4,0.695
Malawi,Contraceptive,184445,60,80.00754131,6.082402905,None,0.885014019,43.29476078,0.06863876,Ocean,108741.482,10062.23563,3PL,2022,1,0.594
Malawi,LLIN,4647855,28,87.40062001,5.214367419,Flood,0.947033448,44.22745459,0.105969161,Land,72810.4398,10962.37076,3PL,2022,3,0.646
Nigeria,LLIN,1895700,73,76.22659502,4.01979932,None,0.804681722,32.82892703,0.030979537,Ocean,79406.84562,13494.02043,COE,2021,1,0.64
Kenya,HIV_ARV,2716981,63,82.3750608,6.062223503,None,0.742239106,54.33138956,0.122503967,Ocean,55517.45389,10261.83068,3PL,2024,1,0.577
Uganda,Contraceptive,3870671,36,84.36211543,3.738018218,COVID_Lockdown,0.796377782,71.4820708,0.199849218,Ocean,75773.1602,19077.83232,RDC,2021,5,0.591
Malawi,Maternal_Health,4958951,78,77.96682413,4.825348246,None,0.832026661,32.1144293,0.130506993,Ocean,101938.7691,13297.75588,3PL,2021,1,0.569
Uganda,Maternal_Health,4137138,81,84.13663864,8.477805615,None,0.854688139,34.35777389,0.074482229,Land,64919.74626,15018.15084,Public_Depot,2021,1,0.559
Nigeria,Malaria_RDT,921535,53,91.92509819,3.543921715,Port_Closure,0.848134673,34.65969955,0.066349298,Air,86083.47711,15037.20168,Public_Depot,2021,3,0.757
Nigeria,Malaria_RDT,1833611,45,79.64845637,6.162031807,Conflict,0.858355832,24.28524889,0.186320665,Ocean,161368.7559,14530.58827,COE,2024,4,0.515
Nigeria,Maternal_Health,1792166,71,84.27313377,0,None,0.944094672,29.48451333,0.174302858,Ocean,55636.0622,13189.81246,COE,2022,1,0.696
Mozambique,Maternal_Health,1085408,51,94.51322335,4.443968268,None,0.749329361,50.28673572,0.094471724,Ocean,94964.09007,16997.88081,Public_Depot,2023,1,0.729
Mozambique,Contraceptive,1511312,56,80.69069568,3.523643811,Conflict,0.791654876,39.01583752,0.070682913,Ocean,53985.55615,17836.70239,3PL,2021,5,0.662
Ethiopia,LLIN,2625606,67,92.98611676,5.360781303,None,0.957696462,63.02819603,0.142092857,Air,40435.43793,4747.077592,3PL,2024,1,0.655
Ethiopia,Malaria_RDT,546440,53,84.6049736,4.291289671,None,0.862532879,36.53795148,0.062900495,Ocean,108978.837,7251.413106,COE,2020,1,0.679
Nigeria,LLIN,1521926,52,86.50956043,5.424553325,Conflict,0.869183062,44.99620992,0.023880646,Air,72793.82921,10828.811,RDC,2023,5,0.692
Kenya,Contraceptive,1502137,42,92.45741116,3.864001142,Port_Closure,0.838638138,29.14847392,0.062030442,Ocean,132981.3559,8537.688472,3PL,2021,2,0.756
Zambia,Maternal_Health,2923524,48,83.5745103,6.159004097,Conflict,0.859202644,38.67782443,0.086859196,Ocean,102035.9015,10059.74568,Public_Depot,2021,5,0.606
Mozambique,LLIN,2792455,52,89.15512837,0,None,0.757443122,41.05385338,0.051082275,Ocean,61425.9362,11188.68299,RDC,2023,1,0.846
Kenya,Maternal_Health,2319409,42,90.42298553,5.334236888,COVID_Lockdown,0.858591401,14.75098748,0.043362745,Ocean,58691.29127,11972.36837,RDC,2023,5,0.711
Ghana,Maternal_Health,1753820,43,82.74592996,2.188762251,COVID_Lockdown,0.989180207,30.10044998,0.001228033,Land,106618.2403,7035.39501,3PL,2021,5,0.766
Mozambique,HIV_ARV,345599,55,82.19284916,8.50359963,None,0.864153796,47.63116526,0.126168556,Ocean,53412.77763,11343.05192,RDC,2024,1,0.515
Mozambique,LLIN,1607009,36,84.85698452,2.140358042,None,0.712876715,46.9920092,0.122889788,Ocean,52571.32672,18690.70373,COE,2020,1,0.691
Ethiopia,LLIN,647904,46,85.01342329,7.985662052,COVID_Lockdown,0.930966337,25.01949551,0.037605048,Land,33423.79516,11994.41332,RDC,2024,5,0.6
Zambia,Maternal_Health,3807454,74,80.6052601,4.965402076,Port_Closure,0.814977874,35.66845808,0.188730014,Air,103701.6614,15367.91305,COE,2022,3,0.546
Zambia,Contraceptive,166841,51,82.79199751,0,Port_Closure,0.744566083,11.56463205,0.08191418,Ocean,60711.30647,12730.77726,3PL,2022,2,0.76
Malawi,HIV_ARV,219934,50,68.66547922,2.371197952,Flood,0.950130744,39.95875529,0.005095887,Land,95791.48689,13459.53499,RDC,2022,4,0.629
Uganda,Maternal_Health,3972750,51,84.32863658,7.543403072,Conflict,0.757412244,55.12359865,0.043954383,Ocean,45932.64113,12537.97476,Public_Depot,2021,5,0.603
Uganda,Malaria_RDT,1185270,51,90.4719709,7.373026475,Conflict,0.967022543,55.64346324,0.138413497,Air,35850.15667,15971.96937,Public_Depot,2020,5,0.588
Uganda,Malaria_RDT,287068,60,77.66655433,1.101947682,None,0.828120982,55.21682552,0.04032398,Ocean,106593.1052,9716.463631,COE,2020,1,0.718
Uganda,HIV_ARV,3689688,60,83.68427734,9.688567177,None,0.915409342,46.32361638,0.010782492,Air,80244.60987,13684.19541,COE,2021,1,0.56
Ghana,Contraceptive,4199287,51,98,4.926307379,Conflict,0.858628797,53.89845493,0.123541244,Ocean,64653.91546,10692.09623,3PL,2021,5,0.718
Ghana,Maternal_Health,1654243,52,85.88719979,7.654536963,Conflict,0.774421773,37.72884696,0.103670958,Ocean,70406.37611,15680.80744,RDC,2021,4,0.573
Mozambique,LLIN,901161,68,92.78397184,1.364475951,Flood,0.894616151,33.73755201,0.152253167,Air,70513.31965,8568.1437,COE,2020,3,0.751
Nigeria,HIV_ARV,4822945,39,80.94042339,3.632152951,COVID_Lockdown,0.97779464,53.68738263,0.154526278,Air,146028.0571,15602.20726,COE,2021,5,0.601
Ethiopia,Contraceptive,755356,54,88.24409203,6.247712811,Flood,0.92319472,43.46151474,0.191987051,Air,92962.94968,13834.22121,3PL,2023,3,0.565
Ethiopia,LLIN,1688846,56,80.08890885,4.060509641,None,0.875165219,18.45714911,0.011403509,Land,89169.77521,7941.171824,RDC,2023,1,0.685
Uganda,Malaria_RDT,4280987,47,88.00532307,0,Conflict,0.987282151,54.59893475,0.007797884,Ocean,62395.40128,19984.47953,RDC,2023,5,0.873
Mozambique,Malaria_RDT,3309819,53,90.21124117,4.427652989,Port_Closure,0.776944734,37.36179576,0.19743941,Ocean,108604.345,15231.35801,COE,2021,2,0.617
Malawi,LLIN,1509410,45,89.02487923,0,None,0.718079031,31.9944916,0.128969576,Air,50430.98102,8657.316273,RDC,2023,1,0.775
Kenya,HIV_ARV,374934,61,84.27531337,1.787922375,None,0.709317951,51.74685463,0.143074108,Air,100560.5469,13626.98491,RDC,2021,1,0.679
Nigeria,Malaria_RDT,1852466,41,87.37466783,0.791396622,Conflict,0.906099485,50.12878272,0.019296404,Ocean,100722.8458,6442.688331,RDC,2023,5,0.834
Mozambique,Maternal_Health,3871615,65,87.42245968,8.397666371,COVID_Lockdown,0.940767386,28.51743352,0.013962538,Ocean,115526.1619,6142.230098,Public_Depot,2021,5,0.621
Nigeria,LLIN,2432865,54,89.32994828,9.339065315,None,0.884179156,38.11494652,0.032050719,Ocean,25944.66312,17784.99374,RDC,2024,1,0.595
Nigeria,LLIN,847583,50,85.38116526,6.024691795,None,0.962457713,29.09885125,0.085439121,Land,118817.3303,8199.628446,Public_Depot,2022,1,0.624
Nigeria,Malaria_RDT,514310,44,90.655694,4.309793894,Port_Closure,0.902413054,29.41666332,0.022035237,Ocean,95614.26365,16149.3532,RDC,2024,2,0.759
Mozambique,HIV_ARV,3764755,65,93.173027,5.085016338,Conflict,0.807576847,10,0.089266748,Ocean,62370.50602,17669.02465,RDC,2022,5,0.705
Uganda,Maternal_Health,607242,48,84.41066277,8.395564505,Flood,0.752564905,27.83209651,0.112307181,Ocean,20223.7188,9063.891813,RDC,2022,4,0.54
Ethiopia,HIV_ARV,3177640,43,86.23219864,0,Port_Closure,0.968147769,37.94623253,6.66E-05,Land,72812.75655,21319.90503,COE,2023,3,0.862
Ethiopia,Contraceptive,818223,65,81.47592608,1.774694329,Flood,0.730043173,10,0.022849126,Land,90604.86383,13370.88393,COE,2022,4,0.749
Uganda,Contraceptive,4353677,45,87.70128662,8.012127208,None,0.857466637,23.53777059,0.075039038,Land,39395.50832,13193.43121,Public_Depot,2022,1,0.595
Nigeria,Malaria_RDT,4148535,54,87.73318864,8.636812934,Port_Closure,0.791062298,47.28462101,0.010665959,Land,59469.95176,9007.134993,RDC,2024,2,0.618
Kenya,Malaria_RDT,4803292,63,86.28993193,6.7691639,None,0.778710352,23.05236227,0.026705795,Ocean,47096.19232,9079.44514,Public_Depot,2022,1,0.65
Zambia,Malaria_RDT,1222304,56,86.66699827,1.865085302,Conflict,0.887292107,38.11320733,0.046359278,Ocean,71957.0927,4224.187915,RDC,2021,4,0.775
Mozambique,Contraceptive,1693909,72,95.60913195,7.968646943,None,0.767058712,20.15962117,0.085920283,Air,52351.89822,9892.584242,3PL,2021,1,0.642
Zambia,HIV_ARV,2049117,46,71.56638598,9.084298074,Flood,0.965745881,44.91325065,0.14296744,Ocean,150107.7015,17665.04996,Public_Depot,2023,4,0.428
Malawi,HIV_ARV,969134,52,83.51671561,7.154750803,None,0.817752734,36.09095201,0.026537722,Ocean,110910.5821,8927.117714,COE,2024,1,0.619
Uganda,Malaria_RDT,1905797,53,84.28138161,0,Port_Closure,0.896438851,28.98791011,0.147591714,Land,51832.95401,9275.030371,3PL,2020,2,0.718
Kenya,Maternal_Health,2979735,61,93.28456306,5.373784427,None,0.911049158,10,0.171012146,Air,56201.84156,7855.087645,COE,2024,1,0.635
Mozambique,HIV_ARV,4686440,67,88.37644405,6.755720193,None,0.898053091,29.27361334,0.130295753,Land,40573.00111,7554.943698,3PL,2020,1,0.596
Uganda,Contraceptive,561162,55,88.49842918,3.453148009,None,0.96198607,47.97690015,0.008745139,Land,80490.12546,16550.30146,3PL,2022,1,0.776
Nigeria,LLIN,2620725,53,92.29928095,5.560030772,Conflict,0.76702795,58.60070864,0.088130737,Ocean,138254.9263,8140.593786,3PL,2020,5,0.686
Ethiopia,LLIN,3461134,40,85.10021649,3.459622516,None,0.724955818,37.36890879,0.1320132,Land,120920.568,12473.02944,Public_Depot,2022,1,0.653
